method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
ResNet101+DenseNet169_n_feat_ReliefF_RandomForest,ResNet101+DenseNet169_n_feat,ReliefF,RandomForest,181888.0,76.4706,85.2941,86.7647,86.9327,88.2353,89.7059,91.1765,91.1765,88.2353,86.7647,91.1765,86.9748,90.0672,86.9300,6.2790,88.2353,82.8571,91.1765,100.0000,62.8571
ResNet101+DenseNet169_n_feat_ReliefF_Adaboost,ResNet101+DenseNet169_n_feat,ReliefF,Adaboost,181888.0,77.9412,86.7647,83.8235,83.8235,85.2941,88.2353,85.2941,85.2941,85.2941,86.7647,85.2941,82.3529,87.7227,84.1716,6.3182,85.2941,80.0000,88.2353,97.0588,62.8571
ResNet101+DenseNet169_n_feat_ReliefF_Gaussian,ResNet101+DenseNet169_n_feat,ReliefF,Gaussian,181888.0,76.8067,80.8824,83.8235,85.2941,83.8235,86.7647,86.7647,86.9748,88.2353,86.7647,85.2941,83.8235,65.7647,84.0700,6.3113,85.2941,79.4118,88.2353,94.1176,62.8571
ResNet101+DenseNet121_n_feat_PCA_PCC,ResNet101+DenseNet121_n_feat,PCA,PCC,150528.0,80.8824,88.2353,86.9748,86.7647,86.7647,82.8571,85.2941,85.5042,86.7647,78.2773,80.8824,79.4118,73.1260,84.2612,5.9307,85.2941,79.4118,88.2353,97.0588,65.7143
ResNet101+DenseNet121_n_feat_PCA_J48,ResNet101+DenseNet121_n_feat,PCA,J48,150528.0,75.0000,82.6050,78.2773,79.4118,77.9412,79.4118,80.8824,79.7059,76.4706,76.4706,76.8067,78.2773,74.8487,77.9825,6.6146,79.4118,73.5294,82.3529,94.1176,58.8235
ResNet101+DenseNet121_n_feat_PCA_RBF,ResNet101+DenseNet121_n_feat,PCA,RBF,150528.0,81.1765,91.1765,91.1765,91.1765,91.1765,94.1176,94.1176,92.6471,91.1765,91.1765,89.7059,88.4033,89.7815,89.6961,5.5097,91.1765,85.7143,94.1176,100.0000,68.5714
ResNet101+DenseNet121_n_feat_PCA_LinearSVM,ResNet101+DenseNet121_n_feat,PCA,LinearSVM,150528.0,78.2773,88.2353,86.7647,85.5042,85.2941,85.2941,83.8235,83.8235,85.2941,85.5042,86.7647,88.2353,91.8487,85.4104,5.6647,85.2941,82.3529,88.9706,97.0588,68.5714
ResNet101+DenseNet121_n_feat_PCA_MLP,ResNet101+DenseNet121_n_feat,PCA,MLP,150528.0,79.7059,83.8235,82.6050,85.2941,82.3529,82.3529,89.7059,86.7647,82.3529,83.8235,82.6050,79.4118,89.2269,83.1667,6.6350,82.8571,79.4118,88.2353,97.0588,60.0000
ResNet101+DenseNet121_n_feat_PCA_Logistic,ResNet101+DenseNet121_n_feat,PCA,Logistic,150528.0,78.2773,85.5042,85.2941,86.7647,85.5042,85.2941,83.8235,86.7647,85.5042,88.2353,88.2353,91.1765,91.5630,85.7724,5.5729,85.2941,82.3529,91.1765,97.0588,68.5714
ResNet101+DenseNet121_n_feat_PCA_RandomForest,ResNet101+DenseNet121_n_feat,PCA,RandomForest,150528.0,76.8067,91.1765,91.1765,91.1765,91.1765,91.1765,91.1765,89.8740,88.2353,88.4454,88.2353,88.2353,90.6807,88.2906,5.7016,88.5714,85.2941,91.1765,97.0588,70.5882
ResNet101+DenseNet121_n_feat_PCA_Adaboost,ResNet101+DenseNet121_n_feat,PCA,Adaboost,150528.0,76.8067,85.2941,85.2941,86.7647,86.7647,88.2353,85.7143,85.2941,85.5042,86.9748,85.2941,83.8235,85.7311,85.1716,5.2426,85.2941,82.3529,88.2353,97.0588,64.7059
ResNet101+DenseNet121_n_feat_PCA_Gaussian,ResNet101+DenseNet121_n_feat,PCA,Gaussian,150528.0,73.5294,85.2941,82.3529,82.6050,82.3529,79.4118,73.9496,72.0588,69.1176,69.1176,69.1176,69.1176,65.4790,75.8943,8.0551,76.4706,70.5882,82.3529,91.1765,52.9412
ResNet101+DenseNet121_n_feat_UMAP_PCC,ResNet101+DenseNet121_n_feat,UMAP,PCC,150528.0,72.0588,79.4118,79.4118,76.4706,79.4118,79.4118,79.7059,82.3529,79.4118,78.5714,79.7059,76.4706,73.1260,78.3711,5.5189,79.4118,74.2857,82.3529,91.1765,61.7647
ResNet101+DenseNet121_n_feat_UMAP_J48,ResNet101+DenseNet121_n_feat,UMAP,J48,150528.0,66.6807,75.0000,73.5294,75.0000,79.4118,78.2773,76.4706,75.3362,82.3529,83.8235,76.4706,73.9076,74.8487,76.6295,6.9693,76.4706,73.5294,82.3529,88.2353,44.1176
ResNet101+DenseNet121_n_feat_UMAP_RBF,ResNet101+DenseNet121_n_feat,UMAP,RBF,150528.0,71.0084,72.4790,75.0000,73.9076,75.0000,72.4790,73.5294,75.0000,72.0588,75.3782,73.5294,76.8487,89.7815,73.9559,6.0040,73.5294,68.5714,79.4118,88.2353,61.7647
ResNet101+DenseNet121_n_feat_UMAP_LinearSVM,ResNet101+DenseNet121_n_feat,UMAP,LinearSVM,150528.0,66.6807,82.3529,78.5714,80.8824,79.4118,79.7479,79.4118,79.4118,79.4118,82.3529,79.4118,79.4118,91.8487,78.9538,6.8217,79.4118,74.2857,85.2941,91.1765,55.8824
ResNet101+DenseNet121_n_feat_UMAP_MLP,ResNet101+DenseNet121_n_feat,UMAP,MLP,150528.0,73.9076,82.3529,81.1765,79.7059,80.8824,77.9412,76.8067,79.4118,76.4706,76.4706,55.8824,55.8824,89.2269,74.8424,11.1723,76.4706,71.4286,82.3529,91.1765,38.2353
ResNet101+DenseNet121_n_feat_UMAP_Logistic,ResNet101+DenseNet121_n_feat,UMAP,Logistic,150528.0,66.6807,80.8824,82.3529,82.3529,82.3529,81.1765,80.0000,80.8824,80.0000,81.1765,84.0756,79.7059,91.5630,80.5469,5.8839,80.0000,77.1429,85.2941,91.1765,62.8571
ResNet101+DenseNet121_n_feat_UMAP_RandomForest,ResNet101+DenseNet121_n_feat,UMAP,RandomForest,150528.0,75.0000,82.3529,84.0756,85.2941,83.8235,86.9748,85.2941,84.0756,83.8235,85.2941,85.2941,83.8235,90.6807,83.1989,5.6423,84.0756,80.0000,86.3445,94.1176,58.8235
ResNet101+DenseNet121_n_feat_UMAP_Adaboost,ResNet101+DenseNet121_n_feat,UMAP,Adaboost,150528.0,73.5294,73.5294,77.9412,80.8824,80.8824,82.3529,79.4118,79.4118,79.4118,80.8824,78.2773,79.4118,85.7311,78.4062,6.3671,79.4118,74.2857,82.3529,94.1176,47.0588
ResNet101+DenseNet121_n_feat_UMAP_Gaussian,ResNet101+DenseNet121_n_feat,UMAP,Gaussian,150528.0,67.6471,73.9076,76.4706,76.8067,79.4118,77.9412,79.4118,78.2353,76.8067,79.4118,77.9412,77.9412,65.4790,76.8382,6.6451,76.8067,73.5294,82.3529,91.1765,58.8235
ResNet101+DenseNet121_n_feat_ReliefF_PCC,ResNet101+DenseNet121_n_feat,ReliefF,PCC,150528.0,73.5294,79.4118,82.3529,83.8235,82.6471,85.2941,85.2941,83.8235,81.1765,82.3529,85.2941,83.8235,73.1260,81.9216,5.2793,82.3529,79.4118,85.2941,91.1765,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_J48,ResNet101+DenseNet121_n_feat,ReliefF,J48,150528.0,77.9412,72.4790,78.2773,76.4706,79.7059,79.4118,79.4118,76.4706,79.4118,79.4118,79.4118,79.4118,74.8487,77.5812,6.5681,79.4118,73.5294,82.3529,91.1765,51.4286
ResNet101+DenseNet121_n_feat_ReliefF_RBF,ResNet101+DenseNet121_n_feat,ReliefF,RBF,150528.0,76.4706,79.4118,85.2941,85.2941,85.2941,89.7059,86.7647,88.2353,85.2941,83.8235,86.7647,85.2941,89.7815,84.1562,6.1395,85.2941,80.0000,88.2353,94.1176,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_LinearSVM,ResNet101+DenseNet121_n_feat,ReliefF,LinearSVM,150528.0,72.0588,79.4118,85.2941,83.8235,86.7647,88.4454,86.9748,88.4033,85.2941,86.7647,85.2941,85.2941,91.8487,84.1057,7.1095,85.2941,80.0000,88.2353,97.0588,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_MLP,ResNet101+DenseNet121_n_feat,ReliefF,MLP,150528.0,76.4706,80.8824,80.8824,82.3529,86.7647,85.5042,85.2941,85.2941,83.8235,83.8235,80.8824,83.8235,89.2269,82.6646,6.3037,82.3529,79.4118,88.2353,94.1176,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_Logistic,ResNet101+DenseNet121_n_feat,ReliefF,Logistic,150528.0,73.5294,79.4118,81.1345,80.8824,88.2353,89.7059,88.2353,85.2941,86.9748,85.5042,83.8235,85.2941,91.5630,83.5427,6.7340,85.2941,79.4118,88.2353,97.0588,65.7143
ResNet101+DenseNet121_n_feat_ReliefF_RandomForest,ResNet101+DenseNet121_n_feat,ReliefF,RandomForest,150528.0,79.4118,77.9412,85.2941,85.2941,85.5042,88.2353,88.2353,91.1765,89.7059,88.2353,88.2353,89.7059,90.6807,85.9622,7.2376,88.2353,82.3529,91.1765,100.0000,57.1429
ResNet101+DenseNet121_n_feat_ReliefF_Adaboost,ResNet101+DenseNet121_n_feat,ReliefF,Adaboost,150528.0,79.4118,76.4706,77.9412,80.8824,79.4118,86.7647,82.6050,85.2941,85.2941,84.0756,85.2941,82.3529,85.7311,82.2122,6.6441,82.3529,78.8446,88.2353,94.1176,60.0000
ResNet101+DenseNet121_n_feat_ReliefF_Gaussian,ResNet101+DenseNet121_n_feat,ReliefF,Gaussian,150528.0,73.5294,76.8067,81.1765,82.3529,84.0756,85.5042,83.8235,85.2941,86.7647,83.8235,79.7059,80.0000,65.4790,82.0420,6.0057,82.3529,77.1429,85.3991,94.1176,64.7059
ResNet101+MobileNetV2_n_feat_PCA_PCC,ResNet101+MobileNetV2_n_feat,PCA,PCC,163072.0,69.1176,86.9748,88.4033,86.7647,86.7647,86.9748,85.5042,88.2353,82.3529,85.2941,82.3529,85.2941,71.1008,84.1302,6.7776,85.2941,80.0000,88.2353,97.0588,58.8235
ResNet101+MobileNetV2_n_feat_PCA_J48,ResNet101+MobileNetV2_n_feat,PCA,J48,163072.0,64.7059,83.8235,79.7059,78.2773,82.3529,80.0000,80.8824,79.4118,79.4118,82.6050,74.2857,80.8824,78.3529,78.6443,8.0260,79.4118,74.0966,82.8571,97.0588,47.0588
ResNet101+MobileNetV2_n_feat_PCA_RBF,ResNet101+MobileNetV2_n_feat,PCA,RBF,163072.0,72.4790,91.1765,91.1765,94.1176,94.1176,94.1176,94.1176,92.7731,92.6471,89.8740,89.8740,91.1765,89.4790,89.4958,7.4500,91.1765,85.7143,94.1176,100.0000,55.8824
ResNet101+MobileNetV2_n_feat_PCA_LinearSVM,ResNet101+MobileNetV2_n_feat,PCA,LinearSVM,163072.0,60.8403,91.1765,91.1765,92.6471,86.7647,86.7647,85.2941,86.9748,88.4033,91.3025,85.2941,89.7059,93.2857,85.7738,9.8555,88.2353,82.3529,91.1765,97.0588,52.9412
ResNet101+MobileNetV2_n_feat_PCA_MLP,ResNet101+MobileNetV2_n_feat,PCA,MLP,163072.0,70.5882,86.9748,83.8235,86.7647,85.5042,84.0756,85.5042,82.3529,85.2941,88.2353,80.8824,80.8824,89.4958,83.1709,7.0074,82.8571,79.4118,88.2353,97.0588,61.7647
ResNet101+MobileNetV2_n_feat_PCA_Logistic,ResNet101+MobileNetV2_n_feat,PCA,Logistic,163072.0,63.2353,89.7059,89.7059,91.1765,86.7647,85.5042,85.2941,86.7647,89.8740,91.1765,89.7059,89.7059,92.7059,85.8676,9.4839,88.2353,82.3529,91.1765,97.0588,50.0000
ResNet101+MobileNetV2_n_feat_PCA_RandomForest,ResNet101+MobileNetV2_n_feat,PCA,RandomForest,163072.0,68.1093,88.2353,88.2353,91.1765,91.1765,91.1765,92.6471,91.3025,91.3025,88.4033,86.7647,86.9748,88.3361,87.4811,7.3143,88.2353,85.2941,91.4286,97.0588,61.7647
ResNet101+MobileNetV2_n_feat_PCA_Adaboost,ResNet101+MobileNetV2_n_feat,PCA,Adaboost,163072.0,68.0673,88.2353,86.7647,89.7059,91.1765,88.4033,88.2353,88.2353,86.9748,86.7647,85.2941,88.2353,85.9748,86.1520,8.1613,88.2353,82.3529,91.1765,100.0000,52.9412
ResNet101+MobileNetV2_n_feat_PCA_Gaussian,ResNet101+MobileNetV2_n_feat,PCA,Gaussian,163072.0,72.4790,88.2353,85.5042,88.4033,88.2353,85.7143,77.9412,76.8067,73.5294,73.5294,71.0084,69.5798,70.1597,79.1926,8.6724,79.4118,73.5294,85.7143,94.1176,58.8235
ResNet101+MobileNetV2_n_feat_UMAP_PCC,ResNet101+MobileNetV2_n_feat,UMAP,PCC,163072.0,76.8067,81.4286,79.4118,79.4118,80.8824,78.2353,79.4118,83.8235,79.4118,82.3529,80.8824,83.8235,71.1008,80.6590,5.6734,79.4118,76.4706,85.2941,91.1765,64.7059
ResNet101+MobileNetV2_n_feat_UMAP_J48,ResNet101+MobileNetV2_n_feat,UMAP,J48,163072.0,76.4706,75.0000,79.4118,79.4118,78.2773,78.2773,80.8824,82.3529,76.8067,73.5294,75.7143,76.4706,78.3529,78.5819,6.1572,77.1429,74.2857,82.3529,94.2857,61.7647
ResNet101+MobileNetV2_n_feat_UMAP_RBF,ResNet101+MobileNetV2_n_feat,UMAP,RBF,163072.0,73.5294,76.4706,76.4706,77.9412,76.4706,75.0000,77.9412,76.4706,76.4706,76.4706,67.6471,75.0000,89.4790,73.3039,9.6573,76.4706,70.5882,79.4118,88.2353,40.0000
ResNet101+MobileNetV2_n_feat_UMAP_LinearSVM,ResNet101+MobileNetV2_n_feat,UMAP,LinearSVM,163072.0,54.4118,76.4706,78.2773,80.8824,79.4118,77.9412,79.7059,76.8067,79.4118,77.9412,77.1429,76.8067,93.2857,77.5875,9.1363,77.1429,76.4706,82.3529,91.1765,34.2857
ResNet101+MobileNetV2_n_feat_UMAP_MLP,ResNet101+MobileNetV2_n_feat,UMAP,MLP,163072.0,66.6807,83.8235,82.3529,82.3529,78.2773,76.4706,76.4706,76.4706,73.5294,70.5882,57.3529,66.6386,89.4958,73.6029,10.4550,76.4706,67.6471,80.0000,91.1765,37.1429
ResNet101+MobileNetV2_n_feat_UMAP_Logistic,ResNet101+MobileNetV2_n_feat,UMAP,Logistic,163072.0,55.8824,83.8235,82.3529,83.8235,83.8235,82.3529,82.8571,81.1765,82.6471,82.3529,82.3529,82.3529,92.7059,79.7178,9.9765,82.3529,77.1429,85.2941,91.4286,31.4286
ResNet101+MobileNetV2_n_feat_UMAP_RandomForest,ResNet101+MobileNetV2_n_feat,UMAP,RandomForest,163072.0,79.7059,84.0756,85.2941,84.0756,84.0756,85.5042,85.2941,84.0756,86.7647,85.2941,86.9748,84.0756,88.3361,85.0434,4.0674,85.2941,82.3529,88.2353,94.1176,70.5882
ResNet101+MobileNetV2_n_feat_UMAP_Adaboost,ResNet101+MobileNetV2_n_feat,UMAP,Adaboost,163072.0,79.4118,79.7059,88.2353,82.3529,83.8235,85.2941,85.2941,83.8235,83.8235,82.3529,82.3529,79.4118,85.9748,83.0588,5.0692,82.3529,79.4118,85.3991,94.1176,70.5882
ResNet101+MobileNetV2_n_feat_UMAP_Gaussian,ResNet101+MobileNetV2_n_feat,UMAP,Gaussian,163072.0,72.0588,84.0756,80.8824,81.1765,79.7059,80.8824,82.3529,82.6471,81.1765,82.6471,79.7059,79.4118,70.1597,79.9111,6.4192,79.4118,76.4706,85.2941,91.4286,58.8235
ResNet101+MobileNetV2_n_feat_ReliefF_PCC,ResNet101+MobileNetV2_n_feat,ReliefF,PCC,163072.0,76.4706,79.4118,83.8235,82.6050,82.3529,85.2941,88.2353,82.3529,81.1765,80.8824,83.8235,83.8235,71.1008,82.0322,6.0686,82.3529,77.1429,85.2941,97.0588,67.6471
ResNet101+MobileNetV2_n_feat_ReliefF_J48,ResNet101+MobileNetV2_n_feat,ReliefF,J48,163072.0,72.0588,76.4706,79.4118,79.4118,79.4118,79.7059,76.4706,79.4118,78.2773,79.4118,76.8067,80.8824,78.3529,78.6169,6.2912,79.4118,74.2857,82.3529,91.1765,60.0000
ResNet101+MobileNetV2_n_feat_ReliefF_RBF,ResNet101+MobileNetV2_n_feat,ReliefF,RBF,163072.0,77.9412,82.3529,82.6050,84.0756,86.7647,86.7647,88.2353,88.2353,88.2353,89.7059,91.1765,91.1765,89.4790,85.7311,5.4657,85.2941,82.3529,91.1765,94.1176,68.5714
ResNet101+MobileNetV2_n_feat_ReliefF_LinearSVM,ResNet101+MobileNetV2_n_feat,ReliefF,LinearSVM,163072.0,76.4706,82.3529,82.6471,83.8235,85.2941,86.7647,84.0756,86.7647,88.4033,86.9748,88.2353,88.2353,93.2857,84.5581,6.2020,85.2941,80.0000,88.2353,97.0588,62.8571
ResNet101+MobileNetV2_n_feat_ReliefF_MLP,ResNet101+MobileNetV2_n_feat,ReliefF,MLP,163072.0,79.4118,76.8067,79.4118,85.2941,85.2941,89.7059,88.2353,84.0756,84.0756,82.3529,82.3529,85.2941,89.4958,83.8242,6.3615,82.8571,79.4118,88.2353,97.0588,68.5714
ResNet101+MobileNetV2_n_feat_ReliefF_Logistic,ResNet101+MobileNetV2_n_feat,ReliefF,Logistic,163072.0,79.4118,82.3529,82.6471,82.6471,88.2353,88.2353,83.8235,85.5462,88.2353,89.7059,86.7647,88.2353,92.7059,84.7255,6.9132,85.2941,80.0000,91.1765,100.0000,62.8571
ResNet101+MobileNetV2_n_feat_ReliefF_RandomForest,ResNet101+MobileNetV2_n_feat,ReliefF,RandomForest,163072.0,75.0000,82.3529,85.2941,85.2941,85.2941,88.2353,89.7059,89.8740,89.8740,89.7059,89.7059,91.1765,88.3361,86.6548,6.1180,88.2353,82.8571,91.1765,97.0588,62.8571
ResNet101+MobileNetV2_n_feat_ReliefF_Adaboost,ResNet101+MobileNetV2_n_feat,ReliefF,Adaboost,163072.0,78.2773,79.7059,84.0756,83.8235,83.8235,83.8235,86.9748,88.4033,83.8235,85.2941,85.2941,83.8235,85.9748,83.2766,6.8531,85.2941,79.4118,88.2353,97.0588,62.8571
ResNet101+MobileNetV2_n_feat_ReliefF_Gaussian,ResNet101+MobileNetV2_n_feat,ReliefF,Gaussian,163072.0,76.8487,79.4118,81.1765,82.3529,85.2941,85.5462,86.9748,88.2353,86.9748,88.2353,85.2941,85.2941,70.1597,83.5910,5.8344,85.2941,79.4118,88.2353,94.1176,64.7059
EfficientNetB0+MobileNet_n_feat_PCA_PCC,EfficientNetB0+MobileNet_n_feat,PCA,PCC,112896.0,82.3529,88.2353,88.2353,88.2353,88.2353,88.2353,88.4033,86.7647,85.2941,79.4118,79.4118,76.4706,76.3277,84.7633,6.3551,85.2941,81.7647,88.2353,100.0000,70.5882
EfficientNetB0+MobileNet_n_feat_PCA_J48,EfficientNetB0+MobileNet_n_feat,PCA,J48,112896.0,79.4118,79.4118,82.6050,85.5042,85.2941,85.2941,86.7647,85.2941,82.3529,76.4706,79.7059,77.9412,69.5966,81.4272,5.7825,82.3529,76.9748,85.2941,100.0000,62.8571
EfficientNetB0+MobileNet_n_feat_PCA_RBF,EfficientNetB0+MobileNet_n_feat,PCA,RBF,112896.0,82.6050,88.4033,92.6471,92.6471,92.6471,89.8740,92.7731,92.6471,92.6471,94.1176,91.1765,91.1765,91.5210,91.1625,5.0633,91.1765,88.2353,94.2857,100.0000,73.5294
EfficientNetB0+MobileNet_n_feat_PCA_LinearSVM,EfficientNetB0+MobileNet_n_feat,PCA,LinearSVM,112896.0,82.3529,85.2941,91.1765,91.1765,91.1765,86.7647,89.8740,89.7059,88.2353,91.1765,91.1765,88.2353,94.1681,88.0693,5.2843,88.2353,85.2941,91.4286,97.0588,73.5294
EfficientNetB0+MobileNet_n_feat_PCA_MLP,EfficientNetB0+MobileNet_n_feat,PCA,MLP,112896.0,82.6050,86.7647,86.7647,86.9748,89.8740,86.7647,88.4033,86.7647,85.2941,85.5042,75.0000,73.5294,92.1176,84.5224,8.0000,85.2941,80.0000,88.5714,100.0000,48.5714
EfficientNetB0+MobileNet_n_feat_PCA_Logistic,EfficientNetB0+MobileNet_n_feat,PCA,Logistic,112896.0,84.0756,85.2941,89.7059,91.1765,88.2353,88.4033,91.1765,91.1765,88.2353,91.1765,91.1765,91.1765,93.5798,88.4433,5.4284,88.4033,85.2941,91.1765,97.0588,68.5714
EfficientNetB0+MobileNet_n_feat_PCA_RandomForest,EfficientNetB0+MobileNet_n_feat,PCA,RandomForest,112896.0,81.1765,85.5042,89.7059,88.4033,88.2353,88.2353,89.8740,89.8740,86.9748,85.2941,85.2941,85.2941,89.4790,87.0280,4.9647,88.2353,85.2941,91.1765,97.0588,70.5882
EfficientNetB0+MobileNet_n_feat_PCA_Adaboost,EfficientNetB0+MobileNet_n_feat,PCA,Adaboost,112896.0,85.2941,82.3529,89.8740,88.4033,85.5042,89.7059,86.7647,91.1765,86.7647,89.7059,88.2353,88.2353,86.8571,86.6688,5.9926,88.2353,82.3529,91.1765,97.0588,64.7059
EfficientNetB0+MobileNet_n_feat_PCA_Gaussian,EfficientNetB0+MobileNet_n_feat,PCA,Gaussian,112896.0,80.8824,88.2353,88.4033,82.6050,79.4118,79.4118,73.9076,72.4790,72.0588,75.0000,73.5294,73.5294,73.6891,77.9510,7.8248,76.4706,73.5294,82.3529,97.0588,61.7647
EfficientNetB0+MobileNet_n_feat_UMAP_PCC,EfficientNetB0+MobileNet_n_feat,UMAP,PCC,112896.0,76.8067,85.2941,83.8235,82.3529,82.3529,82.3529,83.8235,80.8824,83.8235,82.6050,85.2941,84.0756,76.3277,81.4909,5.5227,82.3529,78.8446,85.2941,91.4286,64.7059
EfficientNetB0+MobileNet_n_feat_UMAP_J48,EfficientNetB0+MobileNet_n_feat,UMAP,J48,112896.0,75.0000,76.8067,81.1765,76.8067,77.9412,79.4118,76.4706,73.5294,77.9412,75.3782,80.0000,85.2941,69.5966,77.9475,6.3544,77.1429,73.5294,82.8571,91.1765,60.0000
EfficientNetB0+MobileNet_n_feat_UMAP_RBF,EfficientNetB0+MobileNet_n_feat,UMAP,RBF,112896.0,77.9412,76.4706,79.4118,70.5882,70.5882,69.1176,73.5294,69.1176,66.1765,55.8824,60.2942,50.0000,91.5210,67.1681,12.6686,69.5798,56.8278,76.4706,94.1176,34.2857
EfficientNetB0+MobileNet_n_feat_UMAP_LinearSVM,EfficientNetB0+MobileNet_n_feat,UMAP,LinearSVM,112896.0,63.2353,73.5294,77.9412,69.5798,72.4790,76.8487,72.0588,73.5294,75.0000,73.5294,70.5882,71.0504,94.1681,73.9412,8.2213,73.5294,68.3403,79.4118,94.1176,55.8824
EfficientNetB0+MobileNet_n_feat_UMAP_MLP,EfficientNetB0+MobileNet_n_feat,UMAP,MLP,112896.0,69.1176,80.8824,82.6050,79.4118,70.5882,79.6638,76.4706,73.5294,63.7815,52.9412,52.9412,50.7143,92.1176,68.3046,13.5966,70.5882,58.4034,79.4118,88.5714,34.2857
EfficientNetB0+MobileNet_n_feat_UMAP_Logistic,EfficientNetB0+MobileNet_n_feat,UMAP,Logistic,112896.0,61.7647,72.4790,82.3529,78.2353,80.8824,83.8235,81.1765,80.8824,82.3529,77.9412,81.1345,79.4118,93.5798,78.4986,8.5391,79.4118,73.5294,85.2941,94.1176,45.7143
EfficientNetB0+MobileNet_n_feat_UMAP_RandomForest,EfficientNetB0+MobileNet_n_feat,UMAP,RandomForest,112896.0,77.9412,88.2353,88.2353,89.7059,86.9748,88.4033,88.5714,88.4033,85.2941,88.2353,88.4033,88.4454,89.4790,86.5903,5.6398,88.2353,82.3529,91.1765,97.0588,68.5714
EfficientNetB0+MobileNet_n_feat_UMAP_Adaboost,EfficientNetB0+MobileNet_n_feat,UMAP,Adaboost,112896.0,75.0000,82.6050,81.1765,85.2941,82.3529,86.7647,83.8235,86.7647,85.2941,82.6050,83.8235,88.2353,86.8571,83.2010,6.3827,85.2941,79.4118,88.2353,94.1176,64.7059
EfficientNetB0+MobileNet_n_feat_UMAP_Gaussian,EfficientNetB0+MobileNet_n_feat,UMAP,Gaussian,112896.0,72.4369,82.3529,79.7059,82.3529,82.6050,82.6050,84.0756,85.2941,84.0756,83.8235,84.0756,83.8235,73.6891,81.9328,5.4833,82.3529,79.4118,85.2941,91.4286,58.8235
EfficientNetB0+MobileNet_n_feat_ReliefF_PCC,EfficientNetB0+MobileNet_n_feat,ReliefF,PCC,112896.0,67.6471,76.4706,79.4118,79.4118,80.8824,79.4118,82.3529,79.4118,76.8067,71.4286,68.5714,65.2101,76.3277,76.2108,7.3103,76.4706,70.5882,80.0000,91.4286,58.8235
EfficientNetB0+MobileNet_n_feat_ReliefF_J48,EfficientNetB0+MobileNet_n_feat,ReliefF,J48,112896.0,60.2941,68.1093,71.0084,77.9411,76.8067,76.8067,79.4118,79.7059,78.2773,77.9412,77.9412,78.2773,69.5966,75.1331,8.9540,76.4706,70.5882,82.3529,91.1765,41.1765
EfficientNetB0+MobileNet_n_feat_ReliefF_RBF,EfficientNetB0+MobileNet_n_feat,ReliefF,RBF,112896.0,70.5882,76.8067,80.8824,82.3529,85.2941,85.2941,88.2353,88.4033,89.7059,89.7059,91.1765,89.7059,91.5210,84.7465,7.1921,85.2941,79.4118,91.1765,97.0588,58.8235
EfficientNetB0+MobileNet_n_feat_ReliefF_LinearSVM,EfficientNetB0+MobileNet_n_feat,ReliefF,LinearSVM,112896.0,64.7059,79.4118,80.8824,82.3529,82.6050,82.3529,86.7647,86.9748,88.2353,86.7647,91.1765,91.1765,94.1681,83.5301,8.0672,85.2941,79.4118,88.2353,97.0588,55.8824
EfficientNetB0+MobileNet_n_feat_ReliefF_MLP,EfficientNetB0+MobileNet_n_feat,ReliefF,MLP,112896.0,70.5882,75.3782,76.4706,80.8824,80.8824,85.2941,88.2353,88.2353,88.2353,86.7647,86.7647,88.2353,92.1176,83.1365,7.2058,85.2941,76.9748,88.2353,100.0000,64.7059
