method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
EfficientNetB0+MobileNet_n_feat_ReliefF_Logistic,EfficientNetB0+MobileNet_n_feat,ReliefF,Logistic,112896.0,68.1093,77.9412,80.8824,80.8824,81.1765,85.2941,85.2941,85.2941,86.7647,89.7059,88.2353,91.1765,93.5798,83.8452,7.4319,84.0756,79.4118,88.2353,97.0588,58.8235
EfficientNetB0+MobileNet_n_feat_ReliefF_RandomForest,EfficientNetB0+MobileNet_n_feat,ReliefF,RandomForest,112896.0,65.2101,79.4118,80.8824,81.1765,82.3529,83.8235,88.5714,88.2353,91.1765,88.4033,88.4033,88.4454,89.4790,83.8837,9.0245,85.2941,79.4118,91.1765,97.0588,41.1765
EfficientNetB0+MobileNet_n_feat_ReliefF_Adaboost,EfficientNetB0+MobileNet_n_feat,ReliefF,Adaboost,112896.0,65.7143,72.4790,82.3529,82.3529,82.3529,80.8824,83.8235,86.7647,88.4033,85.5042,82.6050,86.7647,86.8571,81.4006,8.3753,82.3529,76.4706,88.2353,97.0588,52.9412
EfficientNetB0+MobileNet_n_feat_ReliefF_Gaussian,EfficientNetB0+MobileNet_n_feat,ReliefF,Gaussian,112896.0,67.6471,78.2773,76.4706,79.4118,82.3529,85.2941,85.5042,86.7647,86.7647,86.7647,89.7059,88.2353,73.6891,82.2318,8.3453,82.3529,77.1429,88.3193,94.2857,55.8824
MobileNet+ResNet50_n_feat_PCA_PCC,MobileNet+ResNet50_n_feat,PCA,PCC,150528.0,66.1765,85.2941,85.5042,86.7647,82.8571,85.2941,86.7647,82.6050,83.8235,82.3529,80.8824,79.4118,75.1765,82.7367,7.6347,82.8571,79.4118,88.2353,97.0588,47.0588
MobileNet+ResNet50_n_feat_PCA_J48,MobileNet+ResNet50_n_feat,PCA,J48,150528.0,60.2941,82.3529,85.2941,79.4118,82.3529,81.1765,80.8824,79.4118,77.9412,76.4706,77.9412,76.4706,75.4370,77.9342,7.9188,79.4118,74.2857,82.3529,91.1765,50.0000
MobileNet+ResNet50_n_feat_PCA_RBF,MobileNet+ResNet50_n_feat,PCA,RBF,150528.0,67.6471,91.1765,91.1765,92.6471,92.7731,94.1176,94.2017,92.7731,92.7731,91.3025,91.1765,88.4033,90.6219,89.7332,8.1099,91.1765,88.2353,94.1176,100.0000,58.8235
MobileNet+ResNet50_n_feat_PCA_LinearSVM,MobileNet+ResNet50_n_feat,PCA,LinearSVM,150528.0,56.5126,86.9327,91.1765,92.6471,88.4033,89.8740,85.2941,91.1765,91.1765,88.2353,88.2353,89.8740,93.8655,86.1786,10.5026,88.5714,85.2941,91.1765,100.0000,47.0588
MobileNet+ResNet50_n_feat_PCA_MLP,MobileNet+ResNet50_n_feat,PCA,MLP,150528.0,67.6471,88.2353,86.7647,86.7647,85.2941,91.1765,89.8740,89.8740,83.8235,85.2941,81.1345,76.4706,87.4118,83.2367,8.6790,85.2941,79.4118,89.2227,97.1429,55.8824
MobileNet+ResNet50_n_feat_PCA_Logistic,MobileNet+ResNet50_n_feat,PCA,Logistic,150528.0,51.4706,86.9748,91.1765,92.6471,91.1765,86.9327,86.7647,91.1765,88.2353,88.2353,91.1765,91.1765,93.2773,86.3774,11.6405,88.5714,85.2941,94.1176,100.0000,34.2857
MobileNet+ResNet50_n_feat_PCA_RandomForest,MobileNet+ResNet50_n_feat,PCA,RandomForest,150528.0,68.1093,88.2353,89.7059,89.7059,91.1765,91.1765,91.1764,94.1176,89.7059,88.4033,84.2857,85.2941,90.3529,86.9650,8.1396,88.2353,82.3529,94.1176,100.0000,58.8235
MobileNet+ResNet50_n_feat_PCA_Adaboost,MobileNet+ResNet50_n_feat,PCA,Adaboost,150528.0,67.6471,83.8235,85.2941,89.7059,88.4033,88.2353,88.2353,91.3445,88.2353,88.2353,85.5042,88.2353,90.6555,86.0392,8.4370,88.2353,82.3529,91.1765,97.0588,55.8824
MobileNet+ResNet50_n_feat_PCA_Gaussian,MobileNet+ResNet50_n_feat,PCA,Gaussian,150528.0,64.7059,85.5042,85.7143,89.8740,88.4033,85.7143,82.6050,77.9412,75.0000,72.4790,72.4790,73.5294,71.5966,79.4258,9.5830,79.4118,71.4286,85.7143,100.0000,61.7647
MobileNet+ResNet50_n_feat_UMAP_PCC,MobileNet+ResNet50_n_feat,UMAP,PCC,150528.0,75.3782,80.0000,79.4118,79.4118,79.7059,80.8824,81.1765,79.4118,79.4118,79.4118,80.8824,79.7059,75.1765,79.2528,4.9104,79.4118,76.4706,82.3529,88.2353,58.8235
MobileNet+ResNet50_n_feat_UMAP_J48,MobileNet+ResNet50_n_feat,UMAP,J48,150528.0,64.7059,76.4706,73.9076,77.9412,76.8067,75.0000,79.7059,79.4118,76.4706,76.4706,80.8824,79.4118,75.4370,75.7143,7.6760,76.4706,70.5882,82.3529,91.4286,50.0000
MobileNet+ResNet50_n_feat_UMAP_RBF,MobileNet+ResNet50_n_feat,UMAP,RBF,150528.0,70.5882,76.4706,75.0000,75.0000,73.5294,73.5294,73.5294,73.5294,75.0000,73.5294,73.5294,69.1176,90.6219,72.0546,6.0548,73.5294,70.0840,76.4706,82.3529,45.7143
MobileNet+ResNet50_n_feat_UMAP_LinearSVM,MobileNet+ResNet50_n_feat,UMAP,LinearSVM,150528.0,67.6471,73.9076,76.4706,76.4706,76.4706,77.9412,76.4706,76.4706,78.2353,76.4706,77.9412,77.9412,93.8655,75.9762,5.1264,76.4706,71.4286,79.4118,85.2941,61.7647
MobileNet+ResNet50_n_feat_UMAP_MLP,MobileNet+ResNet50_n_feat,UMAP,MLP,150528.0,69.5798,78.2773,78.2353,79.4118,78.2773,76.4706,76.8067,70.5882,69.1176,71.0084,63.2353,65.2101,87.4118,72.2241,9.2823,73.5294,65.7143,79.4118,88.2353,40.0000
MobileNet+ResNet50_n_feat_UMAP_Logistic,MobileNet+ResNet50_n_feat,UMAP,Logistic,150528.0,67.6471,76.4706,80.8824,79.7059,82.3529,82.3529,82.3529,80.8824,82.3529,76.8067,81.1765,82.6050,93.2773,79.7178,6.0027,79.4118,76.4706,82.8571,91.1765,61.7647
MobileNet+ResNet50_n_feat_UMAP_RandomForest,MobileNet+ResNet50_n_feat,UMAP,RandomForest,150528.0,70.5882,86.9748,85.2941,85.2941,85.2941,85.2941,85.2941,84.0756,82.3529,86.9748,85.5042,84.0756,90.3529,83.9069,5.6795,85.2941,82.3529,88.2353,94.2857,58.8235
MobileNet+ResNet50_n_feat_UMAP_Adaboost,MobileNet+ResNet50_n_feat,UMAP,Adaboost,150528.0,73.5294,85.2941,83.8235,85.2941,79.4118,84.0756,85.2941,85.5042,83.8235,79.7059,82.3529,82.6050,90.6555,81.7332,5.8670,82.3529,77.1429,85.2941,94.2857,64.7059
MobileNet+ResNet50_n_feat_UMAP_Gaussian,MobileNet+ResNet50_n_feat,UMAP,Gaussian,150528.0,70.5882,76.8067,78.2773,80.8824,76.4706,79.4118,79.4118,79.4118,78.2773,79.4118,81.1765,79.4118,71.5966,78.1141,4.9043,79.4118,74.2857,82.3529,88.5714,64.7059
MobileNet+ResNet50_n_feat_ReliefF_PCC,MobileNet+ResNet50_n_feat,ReliefF,PCC,150528.0,78.2773,80.8824,83.8235,85.2941,81.1765,80.8824,82.3529,76.8067,76.4706,76.4706,76.4706,77.9412,75.1765,80.8950,7.3294,79.4118,76.4706,85.2941,97.0588,61.7647
MobileNet+ResNet50_n_feat_ReliefF_J48,MobileNet+ResNet50_n_feat,ReliefF,J48,150528.0,76.4706,79.4118,78.2773,79.7059,78.2773,76.8067,78.2773,79.4118,79.4118,82.3529,79.4118,80.8824,75.4370,78.6254,6.8512,79.4118,73.5294,83.4664,91.1765,58.8235
MobileNet+ResNet50_n_feat_ReliefF_RBF,MobileNet+ResNet50_n_feat,ReliefF,RBF,150528.0,73.9076,85.2941,86.7647,88.2353,88.2353,91.1765,91.1765,91.1765,91.1765,91.1765,89.7059,91.1764,90.6219,87.9005,6.3641,88.2353,82.8571,92.1009,100.0000,67.6471
MobileNet+ResNet50_n_feat_ReliefF_LinearSVM,MobileNet+ResNet50_n_feat,ReliefF,LinearSVM,150528.0,75.0000,85.2941,85.5042,88.2353,86.9748,88.2353,85.5042,88.2353,88.2353,91.1765,89.7059,92.6471,93.8655,86.5875,6.6569,88.2353,82.3529,91.1765,100.0000,65.7143
MobileNet+ResNet50_n_feat_ReliefF_MLP,MobileNet+ResNet50_n_feat,ReliefF,MLP,150528.0,78.2773,85.2941,86.9748,88.2353,85.2941,91.1765,89.7059,88.2353,88.2353,86.7647,85.7143,89.8740,87.4118,86.6036,5.4185,88.2353,82.8571,91.1765,97.0588,70.5882
MobileNet+ResNet50_n_feat_ReliefF_Logistic,MobileNet+ResNet50_n_feat,ReliefF,Logistic,150528.0,73.5294,84.0756,85.5042,86.7647,88.2353,88.4033,88.2353,86.9748,88.2353,88.4033,89.7059,92.7731,93.2773,86.1730,6.6657,88.2353,82.3529,91.1765,100.0000,65.7143
MobileNet+ResNet50_n_feat_ReliefF_RandomForest,MobileNet+ResNet50_n_feat,ReliefF,RandomForest,150528.0,76.4706,79.7059,88.2353,89.7059,91.1764,88.2353,91.1765,91.1765,91.1765,91.1765,91.3025,91.1765,90.3529,88.0980,6.1068,88.5714,85.2941,91.4286,100.0000,70.5882
MobileNet+ResNet50_n_feat_ReliefF_Adaboost,MobileNet+ResNet50_n_feat,ReliefF,Adaboost,150528.0,78.2773,84.0756,85.2941,85.2941,85.2941,86.7647,91.1765,89.7059,88.2353,91.1765,88.5714,89.8320,90.6555,86.6211,5.6832,88.2353,82.3529,91.1765,100.0000,70.5882
MobileNet+ResNet50_n_feat_ReliefF_Gaussian,MobileNet+ResNet50_n_feat,ReliefF,Gaussian,150528.0,73.5294,85.2941,86.7647,86.9748,86.7647,91.1765,88.2353,88.4033,88.4033,88.5714,88.2353,88.2353,71.5966,86.1596,6.4440,88.2353,82.3529,91.1765,97.0588,64.7059
Xception+ResNet50_n_feat_PCA_PCC,Xception+ResNet50_n_feat,PCA,PCC,305152.0,69.5798,88.5714,82.3529,84.0756,83.8235,84.0756,82.6050,82.6050,82.3529,81.1765,81.1765,81.1345,78.1886,81.9391,7.1000,82.3529,79.4118,85.7143,94.1176,55.8824
Xception+ResNet50_n_feat_PCA_J48,Xception+ResNet50_n_feat,PCA,J48,305152.0,61.7647,82.6050,78.5714,82.6050,79.4118,76.8487,76.4706,77.9412,76.8067,75.3362,73.9076,71.0084,74.5882,76.0084,8.0858,76.4706,71.4286,82.3529,91.1765,41.1765
Xception+ResNet50_n_feat_PCA_RBF,Xception+ResNet50_n_feat,PCA,RBF,305152.0,67.6471,89.8740,91.1765,91.1765,91.1765,91.1765,92.7731,91.4286,91.1765,89.8740,91.4286,91.4286,90.6386,88.8417,7.7211,91.1765,88.2353,94.1176,97.0588,58.8235
Xception+ResNet50_n_feat_PCA_LinearSVM,Xception+ResNet50_n_feat,PCA,LinearSVM,305152.0,68.1093,88.2353,88.2353,85.5042,91.1765,86.7647,88.2353,89.8740,88.2353,88.2353,91.1765,89.7059,93.0000,86.0399,7.9487,88.2353,82.8571,91.1765,100.0000,54.2857
Xception+ResNet50_n_feat_PCA_MLP,Xception+ResNet50_n_feat,PCA,MLP,305152.0,68.1093,85.2941,86.7647,85.5042,82.6050,88.2353,88.4033,85.2941,84.0756,80.8824,78.2773,78.2773,90.9412,82.6737,7.7925,82.8571,79.4118,88.2353,97.0588,55.8824
Xception+ResNet50_n_feat_PCA_Logistic,Xception+ResNet50_n_feat,PCA,Logistic,305152.0,70.5882,85.5042,88.2353,88.2353,92.6471,89.7059,88.2353,91.1765,88.4033,88.2353,91.1765,89.7059,93.5798,86.7192,7.8357,88.2353,82.8571,91.1765,100.0000,57.1429
Xception+ResNet50_n_feat_PCA_RandomForest,Xception+ResNet50_n_feat,PCA,RandomForest,305152.0,64.7059,91.1765,88.2353,91.1765,88.2353,88.4454,88.2353,88.4033,88.2353,86.7647,85.2941,88.2353,89.2185,86.0672,8.5629,88.2353,82.3529,91.1765,97.0588,50.0000
Xception+ResNet50_n_feat_PCA_Adaboost,Xception+ResNet50_n_feat,PCA,Adaboost,305152.0,63.2353,85.2941,84.0756,85.5042,88.2353,88.2353,88.2353,85.2941,81.4286,88.2353,88.2353,83.8235,88.3529,84.5161,8.2514,85.2941,82.3529,89.2227,97.0588,51.4286
Xception+ResNet50_n_feat_PCA_Gaussian,Xception+ResNet50_n_feat,PCA,Gaussian,305152.0,66.6807,85.2941,83.8235,85.2941,85.5042,79.7059,79.4118,75.3782,68.5714,70.5882,71.0084,72.0588,71.0504,76.8880,8.3495,76.4706,70.5882,85.2941,94.1176,57.1429
Xception+ResNet50_n_feat_UMAP_PCC,Xception+ResNet50_n_feat,UMAP,PCC,305152.0,70.5882,82.3529,82.3529,82.3529,82.3529,82.3529,84.0756,81.1765,82.6050,82.6050,82.3529,82.3529,78.1886,81.5455,5.8745,82.3529,78.8446,85.2941,94.1176,60.0000
Xception+ResNet50_n_feat_UMAP_J48,Xception+ResNet50_n_feat,UMAP,J48,305152.0,70.5882,81.1765,76.4706,85.2941,76.4706,79.4118,79.4118,82.3529,78.2773,79.7479,79.4118,79.4118,74.5882,78.6429,7.0947,79.4118,75.7353,82.8571,97.0588,61.7647
Xception+ResNet50_n_feat_UMAP_RBF,Xception+ResNet50_n_feat,UMAP,RBF,305152.0,76.4706,76.4706,73.5294,72.0588,72.0588,75.0000,72.0588,72.0588,72.0588,75.0000,73.5294,67.6471,90.6386,72.2563,7.1024,73.5294,67.6471,76.4706,82.8571,45.7143
Xception+ResNet50_n_feat_UMAP_LinearSVM,Xception+ResNet50_n_feat,UMAP,LinearSVM,305152.0,68.1093,79.4118,79.4118,77.9412,77.9412,79.4118,77.9412,80.8824,82.3529,79.4118,80.8824,80.8824,93.0000,78.0644,5.0719,79.4118,76.4706,82.3529,88.2353,64.7059
Xception+ResNet50_n_feat_UMAP_MLP,Xception+ResNet50_n_feat,UMAP,MLP,305152.0,69.5798,82.3529,79.4118,75.3782,76.8067,79.7059,79.4118,77.9412,69.1176,72.0588,61.7647,57.9412,90.9412,73.0147,10.5653,76.4706,68.5714,79.4118,88.2353,32.3529
Xception+ResNet50_n_feat_UMAP_Logistic,Xception+ResNet50_n_feat,UMAP,Logistic,305152.0,67.6471,82.3529,83.8235,82.3529,79.4118,80.8824,82.3529,80.8824,83.8235,80.8824,83.8235,82.3529,93.5798,80.2850,5.6565,82.3529,79.4118,85.2941,91.1765,64.7059
Xception+ResNet50_n_feat_UMAP_RandomForest,Xception+ResNet50_n_feat,UMAP,RandomForest,305152.0,78.2773,86.9748,86.7647,88.2353,84.0756,86.7647,86.9748,85.2941,85.2941,88.2353,85.5042,88.2353,89.2185,85.9076,5.4636,85.5042,82.3529,88.2353,97.0588,65.7143
Xception+ResNet50_n_feat_UMAP_Adaboost,Xception+ResNet50_n_feat,UMAP,Adaboost,305152.0,78.2773,80.8824,83.8235,84.0336,86.7647,86.7647,85.5042,88.2353,85.5042,82.6050,85.5042,85.2941,88.3529,84.4111,5.5463,85.2941,79.4118,88.2353,97.0588,70.5882
Xception+ResNet50_n_feat_UMAP_Gaussian,Xception+ResNet50_n_feat,UMAP,Gaussian,305152.0,68.5714,76.4706,79.4118,79.4118,77.9412,79.4118,79.4118,77.9412,79.4118,82.3529,76.4706,79.4118,71.0504,78.0532,6.0154,76.4706,73.5294,82.3529,88.5714,64.7059
Xception+ResNet50_n_feat_ReliefF_PCC,Xception+ResNet50_n_feat,ReliefF,PCC,305152.0,75.0000,80.8824,79.4118,82.3529,82.3529,82.3529,85.5042,81.1765,82.3529,81.1765,81.1765,79.4118,78.1886,81.0497,6.3879,82.3529,76.4706,85.2941,97.0588,67.6471
Xception+ResNet50_n_feat_ReliefF_J48,Xception+ResNet50_n_feat,ReliefF,J48,305152.0,73.9496,76.4706,83.8235,82.3529,80.8824,77.1429,79.4118,80.8824,82.6471,82.6050,81.1345,82.3529,74.5882,79.9552,7.3233,79.4118,74.2857,85.2941,97.0588,58.8235
Xception+ResNet50_n_feat_ReliefF_RBF,Xception+ResNet50_n_feat,ReliefF,RBF,305152.0,76.4706,80.8824,83.8235,88.2353,85.5042,86.9748,85.2941,88.2353,88.2353,88.2353,85.5042,88.2353,90.6386,85.4181,6.1331,85.5042,82.3529,88.2353,100.0000,70.5882
Xception+ResNet50_n_feat_ReliefF_LinearSVM,Xception+ResNet50_n_feat,ReliefF,LinearSVM,305152.0,69.5798,82.3529,84.0756,82.6050,85.2941,86.7647,86.7647,88.2353,88.4033,91.1765,91.1765,89.8740,93.0000,86.1085,7.4366,85.7143,82.3529,91.1765,100.0000,61.7647
Xception+ResNet50_n_feat_ReliefF_MLP,Xception+ResNet50_n_feat,ReliefF,MLP,305152.0,76.4706,85.2941,85.2941,85.5042,82.6050,85.2941,86.7647,83.8235,86.9748,84.2857,88.2353,85.7143,90.9412,84.0287,5.8533,85.2941,79.4118,88.2353,97.0588,67.6471
Xception+ResNet50_n_feat_ReliefF_Logistic,Xception+ResNet50_n_feat,ReliefF,Logistic,305152.0,73.5294,83.8235,84.0756,85.2941,84.0756,85.2941,85.2941,85.2941,85.2941,88.2353,88.2353,89.7059,93.5798,84.8634,6.1314,85.2941,81.7647,88.2353,100.0000,70.5882
Xception+ResNet50_n_feat_ReliefF_RandomForest,Xception+ResNet50_n_feat,ReliefF,RandomForest,305152.0,76.4706,85.2941,86.7647,86.9748,89.7059,89.8740,89.7059,88.5714,89.8740,89.8740,91.3445,91.3025,89.2185,87.5889,5.8385,88.2353,85.2941,91.1765,97.0588,64.7059
Xception+ResNet50_n_feat_ReliefF_Adaboost,Xception+ResNet50_n_feat,ReliefF,Adaboost,305152.0,72.4790,82.3529,82.3529,84.0336,85.2941,85.2941,86.9748,83.8235,85.2941,86.7647,85.5042,89.7059,88.3529,84.0196,6.3024,85.2941,79.4118,88.2353,97.0588,65.7143
Xception+ResNet50_n_feat_ReliefF_Gaussian,Xception+ResNet50_n_feat,ReliefF,Gaussian,305152.0,72.0588,82.3529,82.6050,82.6050,84.0756,86.7647,86.7647,85.5042,85.7143,85.5042,85.2941,85.5042,71.0504,83.0014,6.7344,84.0756,76.4706,88.2353,94.1176,68.5714
VGG16+VGG19_n_feat_PCA_PCC,VGG16+VGG19_n_feat,PCA,PCC,50176.0,54.4118,82.3529,85.5042,80.8824,79.4118,81.1765,80.8824,79.4118,78.2773,76.4706,75.0000,72.0588,62.0252,76.3810,9.9892,79.4118,71.4286,82.3529,94.1176,41.1765
VGG16+VGG19_n_feat_PCA_J48,VGG16+VGG19_n_feat,PCA,J48,50176.0,53.6135,78.2773,76.4706,75.0000,73.9076,73.9076,79.7059,73.9496,73.5294,70.5882,73.9076,73.5294,70.7899,73.1877,8.8126,73.5294,67.6471,79.5589,91.1765,47.0588
VGG16+VGG19_n_feat_PCA_RBF,VGG16+VGG19_n_feat,PCA,RBF,50176.0,54.2857,86.9748,89.7059,85.5042,88.2353,88.2353,89.7059,89.7059,89.7059,88.2353,88.2353,88.2353,85.1261,83.7080,10.7061,88.2353,79.4118,91.1765,94.1176,44.1176
VGG16+VGG19_n_feat_PCA_LinearSVM,VGG16+VGG19_n_feat,PCA,LinearSVM,50176.0,50.0000,86.7647,85.5042,85.2941,88.4033,85.5042,85.2941,85.5042,85.5042,82.3529,88.2353,88.4033,90.3697,83.3536,10.7793,85.2941,82.3529,91.1765,97.0588,44.1176
VGG16+VGG19_n_feat_PCA_MLP,VGG16+VGG19_n_feat,PCA,MLP,50176.0,55.8824,83.8235,82.3529,82.3529,83.8235,85.5042,85.5042,85.5042,82.6050,81.1765,80.8824,73.5294,73.1345,79.4223,10.4811,82.3529,76.4706,86.3445,94.1176,41.1765
VGG16+VGG19_n_feat_PCA_Logistic,VGG16+VGG19_n_feat,PCA,Logistic,50176.0,52.9412,86.7647,85.4622,86.9748,86.7647,85.2941,84.0756,86.9748,87.1428,82.8571,86.9327,88.4033,90.3697,83.5252,10.6303,85.2941,82.3529,91.1765,100.0000,44.1176
VGG16+VGG19_n_feat_PCA_RandomForest,VGG16+VGG19_n_feat,PCA,RandomForest,50176.0,52.9412,85.2941,85.2941,86.7647,85.2941,85.2941,83.8235,86.7647,83.8235,79.7059,78.2773,80.8824,88.3025,80.6464,10.9057,85.2941,76.4706,88.2353,97.0588,41.1765
VGG16+VGG19_n_feat_PCA_Adaboost,VGG16+VGG19_n_feat,PCA,Adaboost,50176.0,54.4118,82.3529,84.0756,82.3529,85.2941,83.8235,79.7059,78.2773,83.8235,85.2941,80.8824,82.3529,80.9916,79.8018,9.4337,82.3529,76.4706,85.2941,97.0588,44.1176
VGG16+VGG19_n_feat_PCA_Gaussian,VGG16+VGG19_n_feat,PCA,Gaussian,50176.0,52.9412,75.0000,68.1513,68.1093,67.6471,63.7815,64.7059,64.7059,64.7059,67.6471,68.1513,68.1513,70.4370,67.5056,9.5571,67.6471,61.7647,73.5294,88.2353,41.1765
VGG16+VGG19_n_feat_UMAP_PCC,VGG16+VGG19_n_feat,UMAP,PCC,50176.0,61.7647,72.0588,72.0588,75.3782,72.0588,72.0588,73.9076,75.0000,73.9076,73.9076,76.4706,76.4706,62.0252,72.5070,6.8193,73.5294,67.6471,76.4706,88.5714,55.8824
VGG16+VGG19_n_feat_UMAP_J48,VGG16+VGG19_n_feat,UMAP,J48,50176.0,52.9412,68.1093,64.7059,63.7815,71.0084,66.6386,66.1765,64.7059,66.1765,65.2101,66.1765,64.7059,70.7899,64.7864,8.9667,64.7059,58.8235,70.5882,85.2941,32.3529
VGG16+VGG19_n_feat_UMAP_RBF,VGG16+VGG19_n_feat,UMAP,RBF,50176.0,64.7059,66.1765,51.4706,51.4706,54.4118,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,50.0000,85.1261,51.8578,9.6207,52.9412,49.2647,56.6177,77.1429,34.2857
VGG16+VGG19_n_feat_UMAP_LinearSVM,VGG16+VGG19_n_feat,UMAP,LinearSVM,50176.0,52.9412,70.5882,69.5798,70.5882,70.0000,69.5798,70.5882,69.1176,71.0084,72.0588,70.5882,71.4286,90.3697,68.6765,7.2026,70.5882,64.7059,73.5294,79.4118,34.2857
VGG16+VGG19_n_feat_UMAP_MLP,VGG16+VGG19_n_feat,UMAP,MLP,50176.0,63.2353,71.0084,72.4790,71.0084,66.6807,69.5378,60.0000,63.2353,50.0000,51.4706,48.5294,57.9832,73.1345,61.8277,10.3646,64.7059,52.9412,70.5882,79.4118,34.2857
VGG16+VGG19_n_feat_UMAP_Logistic,VGG16+VGG19_n_feat,UMAP,Logistic,50176.0,52.1849,69.5798,70.5882,72.4790,72.4790,73.9076,70.5882,73.5294,76.8067,76.4706,76.4706,75.3782,90.3697,70.9727,8.4119,73.5294,67.6471,76.4706,85.2941,40.0000
VGG16+VGG19_n_feat_UMAP_RandomForest,VGG16+VGG19_n_feat,UMAP,RandomForest,50176.0,55.8824,75.0000,74.2857,72.0588,78.2773,75.0000,76.4706,76.4706,77.9412,76.4706,76.4706,78.2773,88.3025,74.4720,7.8892,76.4706,70.5882,79.4118,88.5714,52.9412
VGG16+VGG19_n_feat_UMAP_Adaboost,VGG16+VGG19_n_feat,UMAP,Adaboost,50176.0,58.8235,69.5798,69.1176,69.1176,69.5798,67.6471,75.0000,69.1176,72.4790,73.9076,72.0588,75.3782,80.9916,69.8396,7.8284,70.5882,64.7059,76.4706,88.2353,47.0588
VGG16+VGG19_n_feat_UMAP_Gaussian,VGG16+VGG19_n_feat,UMAP,Gaussian,50176.0,56.5126,72.0588,70.5882,72.0588,73.5294,73.5294,73.5294,72.0588,73.5294,70.5882,73.5294,73.5294,70.4370,70.5791,7.4712,73.5294,67.6471,74.2857,82.8571,44.1176
VGG16+VGG19_n_feat_ReliefF_PCC,VGG16+VGG19_n_feat,ReliefF,PCC,50176.0,63.7815,73.5294,75.0000,75.3362,76.8067,72.0588,73.5294,73.5294,75.3782,71.0084,65.2101,63.7815,62.0252,71.3480,8.1737,73.5294,64.7059,76.4706,94.1176,51.4286
VGG16+VGG19_n_feat_ReliefF_J48,VGG16+VGG19_n_feat,ReliefF,J48,50176.0,64.7059,66.1765,72.4790,73.5294,76.4706,72.8572,73.9496,72.0588,74.2857,75.0000,73.5294,70.5882,70.7899,72.5756,7.3626,72.4790,67.6471,77.7101,85.2941,51.4286
VGG16+VGG19_n_feat_ReliefF_RBF,VGG16+VGG19_n_feat,ReliefF,RBF,50176.0,63.2353,73.5294,78.2773,80.8824,82.3529,81.1765,82.6050,82.6050,86.9748,88.4033,88.4033,89.7059,85.1261,81.3880,8.9391,82.3529,76.4706,88.2353,94.1176,51.4286
VGG16+VGG19_n_feat_ReliefF_LinearSVM,VGG16+VGG19_n_feat,ReliefF,LinearSVM,50176.0,63.2353,72.0588,76.8067,80.8824,82.3529,81.1765,81.1765,75.3782,80.8824,79.7059,83.8235,83.8235,90.3697,78.5042,8.0865,79.4118,73.5294,82.8571,97.0588,51.4286
VGG16+VGG19_n_feat_ReliefF_MLP,VGG16+VGG19_n_feat,ReliefF,MLP,50176.0,66.1765,69.5798,76.8067,79.4118,76.4706,76.4706,79.4118,77.9412,77.9412,73.5294,77.1429,79.7059,73.1345,76.0525,6.6978,76.4706,73.0042,80.0000,88.5714,54.2857
VGG16+VGG19_n_feat_ReliefF_Logistic,VGG16+VGG19_n_feat,ReliefF,Logistic,50176.0,61.7647,72.0588,76.4706,80.8824,77.9412,81.1765,79.4118,78.2773,82.6050,82.3529,83.8235,85.2941,90.3697,78.5231,8.5725,79.4118,73.5294,82.8571,97.0588,51.4286
VGG16+VGG19_n_feat_ReliefF_RandomForest,VGG16+VGG19_n_feat,ReliefF,RandomForest,50176.0,66.1765,73.5294,77.9412,81.1765,82.6471,84.0756,86.9748,84.0756,88.2353,86.7647,84.0756,85.2941,88.3025,80.9335,8.5194,82.3529,76.4706,88.2353,97.0588,51.4286
VGG16+VGG19_n_feat_ReliefF_Adaboost,VGG16+VGG19_n_feat,ReliefF,Adaboost,50176.0,64.7059,73.5294,76.4706,77.9412,79.4118,80.8824,82.6050,79.7059,79.7059,77.9412,82.3529,79.7059,80.9916,77.4706,7.3653,79.4118,73.5294,82.3529,91.1765,51.4286
VGG16+VGG19_n_feat_ReliefF_Gaussian,VGG16+VGG19_n_feat,ReliefF,Gaussian,50176.0,63.2353,72.4790,77.9412,80.8824,81.1765,78.2773,78.2773,79.7479,84.0336,80.8824,83.8235,82.3529,70.4370,78.3375,8.9699,79.4118,73.5294,83.4664,94.1176,51.4286
